woorden,lettergrepen,aantal lettergrepen
zeebenen,"['zee', 'be', 'nen']",3
marktkooplui,"['markt', 'koop', 'lui']",3
dabberen,"['dab', 'be', 'ren']",3
voortbouwen,"['voort', 'bou', 'wen']",3
erwtje,"['erwt', 'je']",2
concoursje,"['con', 'cours', 'je']",3
bangheid,"['bang', 'heid']",2
trouwverbond,"['trouw', 'ver', 'bond']",3
parelhoen,"['pa', 'rel', 'hoen']",3
leptongetal,"['lep', 'ton', 'ge', 'tal']",4
vuilophaalsysteempjes,"['vuil', 'op', 'haal', 'sys', 'teem', 'pjes']",6
vaarwel,"['vaar', 'wel']",2
-el,['-el'],1
wegschieten,"['weg', 'schie', 'ten']",3
leerschool,"['leer', 'school']",2
annexeert,"['an', 'nexeert']",2
illegitiemers,"['il', 'le', 'gi', 'tie', 'mers']",5
cruisede,"['cruise', 'de']",2
redoxreactie,"['re', 'dox', 're', 'ac', 'tie']",5
christoloog,"['chris', 'to', 'loog']",3
reet,['reet'],1
fichu,"['fi', 'chu']",2
wijkagentetjes,"['wijk', 'agen', 'te', 'tjes']",4
pannenkoek,"['pan', 'nen', 'koek']",3
terrariums,"['ter', 'ra', 'ri', 'ums']",4
etalagetje,"['eta', 'la', 'ge', 'tje']",4
ingevoelig,"['in', 'ge', 'voe', 'lig']",4
fancyen,"['fan', 'cy', 'en']",3
grote terts,"['gro', 'te', 'terts']",3
keren,"['ke', 'ren']",2
document,"['do', 'cu', 'ment']",3
lubriekers,"['lu', 'brie', 'kers']",3
sporters,"['spor', 'ters']",2
docielst,"['do', 'cielst']",2
weerwolf,"['weer', 'wolf']",2
eenheid,"['een', 'heid']",2
spugen,"['spu', 'gen']",2
notulist,"['no', 'tu', 'list']",3
uiteendrijven,"['uit', 'een', 'drij', 'ven']",4
hoek,['hoek'],1
klimatologisch,"['kli', 'ma', 'to', 'lo', 'gisch']",5
kapotjas,"['ka', 'pot', 'jas']",3
afzeikten,"['af', 'zeik', 'ten']",3
bouillon,"['bouil', 'lon']",2
kinkhoorn,"['kink', 'hoorn']",2
dakschilden,"['dak', 'schil', 'den']",3
zelfsusser,"['zelf', 'sus', 'ser']",3
qui-vive,"['qui-vi', 've']",2
velhevels,"['vel', 'he', 'vels']",3
commercieelste,"['com', 'mer', 'ci', 'eel', 'ste']",5
kutwijf,"['kut', 'wijf']",2
zeezeilreis,"['zee', 'zeil', 'reis']",3
aardalkalimetaal,"['aard', 'al', 'ka', 'li', 'me', 'taal']",6
carburatoren,"['car', 'bu', 'ra', 'to', 'ren']",5
fijt,['fijt'],1
appelbanaan,"['ap', 'pel', 'ba', 'naan']",4
Punisch,"['Pu', 'nisch']",2
wettigen,"['wet', 'ti', 'gen']",3
woensdagvoormiddag,"['woens', 'dag', 'voor', 'mid', 'dag']",5
uitwissen,"['uit', 'wis', 'sen']",3
heisessie,"['hei', 'ses', 'sie']",3
enkelwandigs,"['en', 'kel', 'wan', 'digs']",4
opspekken,"['op', 'spek', 'ken']",3
fietsmerken,"['fiets', 'mer', 'ken']",3
waakzaamheidsfase,"['waak', 'zaam', 'heids', 'fa', 'se']",5
woordtonen,"['woord', 'to', 'nen']",3
tekstontwerp,"['tekst', 'ont', 'werp']",3
afspeldt,"['af', 'speldt']",2
urenlangs,"['uren', 'langs']",2
losbaars,"['los', 'baars']",2
absorptielijntjes,"['ab', 'sorp', 'tie', 'lijn', 'tjes']",5
Bordelese,"['Bor', 'de', 'le', 'se']",4
werkgelegenheid,"['werk', 'ge', 'le', 'gen', 'heid']",5
bate,"['ba', 'te']",2
pluche,"['plu', 'che']",2
aanvulsels,"['aan', 'vul', 'sels']",3
slaag,['slaag'],1
aanvoeling,"['aan', 'voe', 'ling']",3
altsaxofonistjes,"['alt', 'saxo', 'fo', 'nist', 'jes']",5
aanzijn,"['aan', 'zijn']",2
bokitoproof,"['bo', 'ki', 'to', 'proof']",4
verleerden,"['ver', 'leer', 'den']",3
verdediging,"['ver', 'de', 'di', 'ging']",4
afgelasting,"['af', 'ge', 'las', 'ting']",4
witte kersten,"['wit', 'te', 'kersten']",3
houtzagerijtje,"['hout', 'za', 'ge', 'rij', 'tje']",5
schub,['schub'],1
emo's,"[""emo's""]",1
Engelse sleutel,"['En', 'gel', 'se', 'sleu', 'tel']",5
telefoneren,"['te', 'le', 'fo', 'ne', 'ren']",5
blindklinknageltje,"['blind', 'klink', 'na', 'gel', 'tje']",5
wanbestuur,"['wan', 'be', 'stuur']",3
hydromechanica,"['hy', 'dro', 'me', 'cha', 'ni', 'ca']",6
copy-paste,"['co', 'py-paste']",2
ingezeepte,"['in', 'ge', 'zeep', 'te']",4
volumineuzers,"['vo', 'lu', 'mi', 'neu', 'zers']",5
dorpspaap,"['dorps', 'paap']",2
ocharm,"['och', 'arm']",2
testen,"['tes', 'ten']",2
vliegverkeer,"['vlieg', 'ver', 'keer']",3
nieuwkomers,"['nieuw', 'ko', 'mers']",3
slatten,"['slat', 'ten']",2
carnet,"['car', 'net']",2
Tweede Kamercommissies,"['Twee', 'de', 'Ka', 'mer', 'com', 'mis', 'sies']",7
boeg,['boeg'],1
graf-,"['gra', 'f-']",2
badmeester,"['bad', 'mees', 'ter']",3
wegkomt,"['weg', 'komt']",2
kanaaltjes,"['ka', 'naal', 'tjes']",3
allerlaatste,"['al', 'ler', 'laat', 'ste']",4
buurtvergaderingetje,"['buurt', 'ver', 'ga', 'de', 'rin', 'ge', 'tje']",7
aartshertogjes,"['aarts', 'her', 'tog', 'jes']",4
regelknop,"['re', 'gel', 'knop']",3
hoofdredactioneel,"['hoofd', 're', 'dac', 'ti', 'o', 'neel']",6
abaxiaal,"['ab', 'axi', 'aal']",3
zeppelin,"['zep', 'pe', 'lin']",3
heethoofdje,"['heet', 'hoofd', 'je']",3
co-educatie,"['co-edu', 'ca', 'tie']",3
sleutelbord,"['sleu', 'tel', 'bord']",3
kattenbak,"['kat', 'ten', 'bak']",3
vetergat,"['ve', 'ter', 'gat']",3
refractoren,"['re', 'frac', 'to', 'ren']",4
classificatoren,"['clas', 'si', 'fi', 'ca', 'to', 'ren']",6
keurmerk,"['keur', 'merk']",2
windkast,"['wind', 'kast']",2
pariëtale,"['pa', 'ri', 'ë', 'ta', 'le']",5
druilorigere,"['drui', 'lo', 'ri', 'ge', 're']",5
wegzwemmen,"['weg', 'zwem', 'men']",3
eredivisieduels,"['ere', 'di', 'vi', 'sie', 'du', 'els']",6
koekenbakkertje,"['koe', 'ken', 'bak', 'ker', 'tje']",5
deel mee,"['deel', 'mee']",2
bouwprojecten,"['bouw', 'pro', 'jec', 'ten']",4
amors,['amors'],1
organoleptisch,"['or', 'ga', 'no', 'lep', 'tisch']",5
doorlerend,"['door', 'le', 'rend']",3
kluiffok,"['kluif', 'fok']",2
dodenlijst,"['do', 'den', 'lijst']",3
Zaankant,"['Zaan', 'kant']",2
bedoezelaars,"['be', 'doe', 'ze', 'laars']",4
tengevolge,"['ten', 'ge', 'vol', 'ge']",4
miskijken,"['mis', 'kij', 'ken']",3
vergeldingsaanval,"['ver', 'gel', 'dings', 'aan', 'val']",5
haarkleurmiddeltjes,"['haar', 'kleur', 'mid', 'del', 'tjes']",5
overcompenseerden,"['over', 'com', 'pen', 'seer', 'den']",5
spinel,"['spi', 'nel']",2
aalvisserijen,"['aal', 'vis', 'se', 'rij', 'en']",5
entomografie,"['en', 'to', 'mo', 'gra', 'fie']",5
Kazachstan,"['Ka', 'zach', 'stan']",3
topaaskolibrie,"['to', 'paas', 'ko', 'li', 'brie']",5
breeveertien,"['bree', 'veer', 'tien']",3
gebotst,"['ge', 'botst']",2
foetatie,"['foe', 'ta', 'tie']",3
homoseksueel,"['ho', 'mo', 'sek', 'su', 'eel']",5
letters,"['let', 'ters']",2
spreeuwtjes,"['spreeuw', 'tjes']",2
mossels,"['mos', 'sels']",2
biedkoers,"['bied', 'koers']",2
poge,"['po', 'ge']",2
paardenweiden,"['paar', 'den', 'wei', 'den']",4
triglief,"['tri', 'glief']",2
aandurven,"['aan', 'dur', 'ven']",3
christengemeentetjes,"['chris', 'ten', 'ge', 'meen', 'te', 'tjes']",6
onedelst,"['on', 'edelst']",2
mentholsigaretten,"['men', 'thol', 'si', 'ga', 'ret', 'ten']",6
aya,['aya'],1
toongat,"['toon', 'gat']",2
Gis-groot,['Gis-groot'],1
onbedeelds,"['on', 'be', 'deelds']",3
trimsalons,"['trim', 'sa', 'lons']",3
gesjamiem,"['ge', 'sja', 'miem']",3
papegaaiduiker,"['pa', 'pe', 'gaai', 'dui', 'ker']",5
3D-printend,"['3D-prin', 'tend']",2
pseudowetenschappelijker,"['pseu', 'do', 'we', 'ten', 'schap', 'pe', 'lij', 'ker']",8
pleuralgie,"['pleu', 'ral', 'gie']",3
Ossetisch,"['Os', 'se', 'tisch']",3
mastaba's,"['mas', 'ta', ""ba's""]",3
koliek,"['ko', 'liek']",2
plantkunde,"['plant', 'kun', 'de']",3
jennen,"['jen', 'nen']",2
anaalvin,"['anaal', 'vin']",2
in- en inslechte,"['in-', 'en', 'in', 'slech', 'te']",5
politieagentetje,"['po', 'li', 'tie', 'agen', 'te', 'tje']",6
hoerenmadammen,"['hoe', 'ren', 'ma', 'dam', 'men']",5
meerradijs,"['meer', 'ra', 'dijs']",3
wijwater,"['wij', 'wa', 'ter']",3
albedil,"['al', 'be', 'dil']",3
€100-biljetjes,"['€100-bil', 'jet', 'jes']",3
gekijf,"['ge', 'kijf']",2
eetcafé,"['eet', 'ca', 'fé']",3
herleven,"['her', 'le', 'ven']",3
beukenhout,"['beu', 'ken', 'hout']",3
zeileigenschappen,"['zeil', 'ei', 'gen', 'schap', 'pen']",5
windt om,"['windt', 'om']",2
koket,"['ko', 'ket']",2
eikenboom,"['ei', 'ken', 'boom']",3
isgelijkteken,"['is', 'ge', 'lijk', 'te', 'ken']",5
modewoord,"['mo', 'de', 'woord']",3
weldorpel,"['wel', 'dor', 'pel']",3
hoofdspoor,"['hoofd', 'spoor']",2
horkerigere,"['hor', 'ke', 'ri', 'ge', 're']",5
mangaboek,"['man', 'ga', 'boek']",3
spontaan,"['spon', 'taan']",2
miljard,"['mil', 'jard']",2
Deses-majeurtoonschaaltje,"['Deses-ma', 'jeur', 'toon', 'schaal', 'tje']",5
narcis,"['nar', 'cis']",2
s,['s'],1
USB-voedingen,"['USB-voe', 'din', 'gen']",3
terugbetalen,"['te', 'rug', 'be', 'ta', 'len']",5
plaksneeuw,"['plak', 'sneeuw']",2
trappelzakjes,"['trap', 'pel', 'zak', 'jes']",4
landbouwproducten,"['land', 'bouw', 'pro', 'duc', 'ten']",5
aalmoesje,"['aal', 'moes', 'je']",3
vis-à-vis,['vis-à-vis'],1
zwembrilletje,"['zwem', 'bril', 'le', 'tje']",4
nuttige handwerken,"['nut', 'ti', 'ge', 'hand', 'wer', 'ken']",6
snickers,"['snic', 'kers']",2
preferenter,"['pre', 'fe', 'ren', 'ter']",4
maltodextrine,"['mal', 'to', 'dex', 'tri', 'ne']",5
filmischers,"['fil', 'mi', 'schers']",3
biechtgeheim,"['biecht', 'ge', 'heim']",3
revoltanter,"['re', 'vol', 'tan', 'ter']",4
ongans,"['on', 'gans']",2
aardappelmoeheid,"['aard', 'ap', 'pel', 'moe', 'heid']",5
hupsakee,"['hup', 'sa', 'kee']",3
dressoirtjes,"['dres', 'soir', 'tjes']",3
lot,['lot'],1
strijkijzer,"['strijk', 'ij', 'zer']",3
weglatingsstrepen,"['weg', 'la', 'tings', 'stre', 'pen']",5
driftbuien,"['drift', 'bui', 'en']",3
aspergepunt,"['as', 'per', 'ge', 'punt']",4
zeptomol,"['zep', 'to', 'mol']",3
technologische,"['tech', 'no', 'lo', 'gi', 'sche']",5
rechtzetten,"['recht', 'zet', 'ten']",3
w,['w'],1
pion,"['pi', 'on']",2
vermenigvuldigingsteken,"['ver', 'me', 'nig', 'vul', 'di', 'gings', 'te', 'ken']",8
weesblad,"['wees', 'blad']",2
bonbonnière,"['bon', 'bon', 'ni', 'è', 're']",5
ertussendoor,"['er', 'tus', 'sen', 'door']",4
zondelozere,"['zon', 'de', 'lo', 'ze', 're']",5
leesdrama,"['lees', 'dra', 'ma']",3
alarmklokje,"['alarm', 'klok', 'je']",3
duizendhoeken,"['dui', 'zend', 'hoe', 'ken']",4
aardatmosfeer,"['aard', 'at', 'mo', 'sfeer']",4
familieziekste,"['fa', 'mi', 'lie', 'ziek', 'ste']",5
bouffante,"['bouf', 'fan', 'te']",3
obstruerende,"['ob', 'stru', 'e', 'ren', 'de']",5
tevens,"['te', 'vens']",2
muskietennetjes,"['mus', 'kie', 'ten', 'net', 'jes']",5
berenlul,"['be', 'ren', 'lul']",3
Centraal-Koerdisch,"['Cen', 'traal-Koer', 'disch']",3
reformeren,"['re', 'for', 'me', 'ren']",4
creosoteren,"['cre', 'o', 'so', 'te', 'ren']",5
teddybeer,"['ted', 'dy', 'beer']",3
Afar,['Afar'],1
rommelig,"['rom', 'me', 'lig']",3
lacune,"['la', 'cu', 'ne']",3
dompteur,"['domp', 'teur']",2
barbaartje,"['bar', 'baar', 'tje']",3
taatslager,"['taats', 'la', 'ger']",3
emissierecht,"['emis', 'sie', 'recht']",3
sopraanblokfluit,"['so', 'praan', 'blok', 'fluit']",4
jachttuig,"['jacht', 'tuig']",2
verweidden,"['ver', 'weid', 'den']",3
ongezuurd,"['on', 'ge', 'zuurd']",3
strijkeltjes,"['strij', 'kel', 'tjes']",3
indoctrineerde,"['in', 'doc', 'tri', 'neer', 'de']",5
oud-voorzitster,"['oud-voor', 'zit', 'ster']",3
rokkende,"['rok', 'ken', 'de']",3
driesterrenhotel,"['drie', 'ster', 'ren', 'ho', 'tel']",5
pirouette,"['pi', 'rou', 'et', 'te']",4
aartsleugenaartjes,"['aarts', 'leu', 'ge', 'naar', 'tjes']",5
viervlak,"['vier', 'vlak']",2
kleurstofjes,"['kleur', 'stof', 'jes']",3
Maharashtra,"['Ma', 'ha', 'rash', 'tra']",4
spilt,['spilt'],1
randapparaat,"['rand', 'ap', 'pa', 'raat']",4
bemergelen,"['be', 'mer', 'ge', 'len']",4
slurfachtigst,"['slurf', 'ach', 'tigst']",3
curlingmoedertjes,"['cur', 'ling', 'moe', 'der', 'tjes']",5
apotheose,"['apo', 'the', 'o', 'se']",4
hult in,"['hult', 'in']",2
fladderde weg,"['flad', 'der', 'de', 'weg']",4
kuststreek,"['kust', 'streek']",2
omkukelen,"['om', 'ku', 'ke', 'len']",4
rasphuis,"['rasp', 'huis']",2
inzamelend,"['in', 'za', 'me', 'lend']",4
taalgebondeners,"['taal', 'ge', 'bon', 'de', 'ners']",5
hoofdsteundoekje,"['hoofd', 'steun', 'doek', 'je']",4
driefasentransformator,"['drie', 'fa', 'sen', 'trans', 'for', 'ma', 'tor']",7
drugs,['drugs'],1
afropop,"['afro', 'pop']",2
Windhoek,"['Wind', 'hoek']",2
goedheden,"['goed', 'he', 'den']",3
fabricatie,"['fa', 'bri', 'ca', 'tie']",4
spuitgast,"['spuit', 'gast']",2
zakendoen,"['za', 'ken', 'doen']",3
Aizawl,"['Ai', 'zawl']",2
prettig,"['pret', 'tig']",2
vervuiler,"['ver', 'vui', 'ler']",3
kapittelen,"['ka', 'pit', 'te', 'len']",4
spelde af,"['spel', 'de', 'af']",3
moeder,"['moe', 'der']",2
zoek aan,"['zoek', 'aan']",2
arbeidstijd,"['ar', 'beids', 'tijd']",3
klapmuts,"['klap', 'muts']",2
verreiken,"['ver', 'rei', 'ken']",3
liken,"['li', 'ken']",2
oorlogskreetje,"['oor', 'logs', 'kreet', 'je']",4
schipdeur,"['schip', 'deur']",2
verschaffend,"['ver', 'schaf', 'fend']",3
wonderschoons,"['won', 'der', 'schoons']",3
prozaroman,"['pro', 'za', 'ro', 'man']",4
paasklokken,"['paas', 'klok', 'ken']",3
noppige,"['nop', 'pi', 'ge']",3
verkieselijke,"['ver', 'kie', 'se', 'lij', 'ke']",5
filmprojector,"['film', 'pro', 'jec', 'tor']",4
ziekenbroeder,"['zie', 'ken', 'broe', 'der']",4
heropgericht,"['her', 'op', 'ge', 'richt']",4
arbitrairder,"['ar', 'bi', 'trair', 'der']",4
dwaalde rond,"['dwaal', 'de', 'rond']",3
dichtgeslibd,"['dicht', 'ge', 'slibd']",3
fluittonen,"['fluit', 'to', 'nen']",3
aardappelschillen,"['aard', 'ap', 'pel', 'schil', 'len']",5
retorten,"['re', 'tor', 'ten']",3
hiv,['hiv'],1
sleutelhanger,"['sleu', 'tel', 'han', 'ger']",4
miserere,"['mi', 'se', 're', 're']",4
voortplantingssysteem,"['voort', 'plan', 'tings', 'sys', 'teem']",5
vluchtgevaarlijk,"['vlucht', 'ge', 'vaar', 'lijk']",4
voorvertoon,"['voor', 'ver', 'toon']",3
afknauwend,"['af', 'knau', 'wend']",3
campinkjes,"['cam', 'pin', 'kjes']",3
cruiseschip,"['cruise', 'schip']",2
hispanisme,"['his', 'pa', 'nis', 'me']",4
achthonderdste,"['acht', 'hon', 'derd', 'ste']",4
natuurkundig,"['na', 'tuur', 'kun', 'dig']",4
zitkuiltjes,"['zit', 'kuil', 'tjes']",3
Wu,['Wu'],1
talenpracticumpje,"['ta', 'len', 'prac', 'ti', 'cum', 'pje']",6
timp,['timp'],1
aan weerszijden,"['aan', 'weers', 'zij', 'den']",4
plaque,"['pla', 'que']",2
foodprocessor,"['food', 'pro', 'ces', 'sor']",4
uiertje,"['ui', 'er', 'tje']",3
Angola,"['An', 'go', 'la']",3
wildgraaf,"['wild', 'graaf']",2
baaltjes,"['baal', 'tjes']",2
bespotter,"['be', 'spot', 'ter']",3
g,['g'],1
eensgezinde,"['eens', 'ge', 'zin', 'de']",4
afstaakt,"['af', 'staakt']",2
zeepennen,"['zee', 'pen', 'nen']",3
duikcilindertjes,"['duik', 'ci', 'lin', 'der', 'tjes']",5
taalvaardigheid,"['taal', 'vaar', 'dig', 'heid']",4
oogopslag,"['oog', 'op', 'slag']",3
werkgemeenschap,"['werk', 'ge', 'meen', 'schap']",4
piñata,"['pi', 'ña', 'ta']",3
giraffe,"['gi', 'raf', 'fe']",3
hecht,['hecht'],1
vutters,"['vut', 'ters']",2
pet,['pet'],1
internet,"['in', 'ter', 'net']",3
lammetjes,"['lam', 'me', 'tjes']",3
charter,"['char', 'ter']",2
Stockholm,"['Stock', 'holm']",2
ultravioletfilter,"['ul', 'tra', 'vi', 'o', 'let', 'fil', 'ter']",7
bewijsvoerends,"['be', 'wijs', 'voe', 'rends']",4
zekere,"['ze', 'ke', 're']",3
faleristiek,"['fa', 'le', 'ris', 'tiek']",4
oorschelpje,"['oor', 'schelp', 'je']",3
grondwetgevende,"['grond', 'wet', 'ge', 'ven', 'de']",5
aanvullingsexamens,"['aan', 'vul', 'lings', 'exa', 'mens']",5
eigengerechtig,"['ei', 'gen', 'ge', 'rech', 'tig']",5
baaldag,"['baal', 'dag']",2
vlamverdelertje,"['vlam', 'ver', 'de', 'ler', 'tje']",5
bestemde,"['be', 'stem', 'de']",3
koudefrontjes,"['kou', 'de', 'front', 'jes']",4
elektriciteitsprijzen,"['elek', 'tri', 'ci', 'teits', 'prij', 'zen']",6
zevenenzestigjarigs,"['ze', 'ven', 'en', 'zes', 'tig', 'ja', 'rigs']",7
lachsalvo's,"['lach', 'sal', ""vo's""]",3
frusti's,"['frus', ""ti's""]",2
vrijetijdsbesteding,"['vrije', 'tijds', 'be', 'ste', 'ding']",5
beek,['beek'],1
toxofoor,"['toxo', 'foor']",2
hoofdvormen,"['hoofd', 'vor', 'men']",3
deleten,"['de', 'le', 'ten']",3
scheurlijntje,"['scheur', 'lijn', 'tje']",3
detoneren,"['de', 'to', 'ne', 'ren']",4
braamsluipertjes,"['braam', 'slui', 'per', 'tjes']",4
doorgedramd,"['door', 'ge', 'dramd']",3
virtual realityspecialist,"['vir', 'tual', 'rea', 'li', 'ty', 'spe', 'ci', 'a', 'list']",9
insjallah,"['in', 'sjal', 'lah']",3
vijandschap,"['vij', 'and', 'schap']",3
coronalockdowntje,"['co', 'ro', 'na', 'lock', 'down', 'tje']",6
handschoenen,"['hand', 'schoe', 'nen']",3
Imroing,"['Im', 'ro', 'ing']",3
aandelenkapitaaltjes,"['aan', 'de', 'len', 'ka', 'pi', 'taal', 'tjes']",7
formol,"['for', 'mol']",2
buitenmaatste,"['bui', 'ten', 'maats', 'te']",4
toevertrouwde,"['toe', 'ver', 'trouw', 'de']",4
pensums,"['pen', 'sums']",2
lekprikkend,"['lek', 'prik', 'kend']",3
lievelingsbarbie,"['lie', 've', 'lings', 'bar', 'bie']",5
minnarij,"['min', 'na', 'rij']",3
draadzaag,"['draad', 'zaag']",2
Cuiabá,"['Cui', 'a', 'bá']",3
labiels,"['la', 'biels']",2
mentholsigaretjes,"['men', 'thol', 'si', 'ga', 'ret', 'jes']",6
flottieljes,"['flot', 'tiel', 'jes']",3
aankomstlijntjes,"['aan', 'komst', 'lijn', 'tjes']",4
Senegal,"['Se', 'ne', 'gal']",3
reformhuis,"['re', 'form', 'huis']",3
veearts,"['vee', 'arts']",2
onzeglijk,"['on', 'zeg', 'lijk']",3
zulke,"['zul', 'ke']",2
aquarelverf,"['aqua', 'rel', 'verf']",3
bigamie,"['bi', 'ga', 'mie']",3
kerstnachten,"['kerst', 'nach', 'ten']",3
proost,['proost'],1
vlampijpje,"['vlam', 'pijp', 'je']",3
waterverontreiniging,"['wa', 'ter', 'ver', 'ont', 'rei', 'ni', 'ging']",7
in de maak,"['in', 'de', 'maak']",3
poederverfjes,"['poe', 'der', 'verf', 'jes']",4
nijlpaardje,"['nijl', 'paard', 'je']",3
zijnsleer,"['zijns', 'leer']",2
oogwaters,"['oog', 'wa', 'ters']",3
FBI,['FBI'],1
aartskanseliertje,"['aarts', 'kan', 'se', 'lier', 'tje']",5
Atlantis,"['At', 'lan', 'tis']",3
jihad,"['ji', 'had']",2
Bologna,"['Bo', 'log', 'na']",3
kansenparels,"['kan', 'sen', 'pa', 'rels']",4
aanlijnen,"['aan', 'lij', 'nen']",3
vervloekt,"['ver', 'vloekt']",2
luiwagen,"['lui', 'wa', 'gen']",3
heringericht,"['her', 'in', 'ge', 'richt']",4
zwijnenpan,"['zwij', 'nen', 'pan']",3
tetjes,"['tet', 'jes']",2
jaloers,"['ja', 'loers']",2
zeegodin,"['zee', 'go', 'din']",3
antedateerde,"['an', 'te', 'da', 'teer', 'de']",5
conflictoplossingen,"['con', 'flict', 'op', 'los', 'sin', 'gen']",6
regeringsfunctionaris,"['re', 'ge', 'rings', 'func', 'ti', 'o', 'na', 'ris']",8
receivers,"['re', 'cei', 'vers']",3
gewoed,"['ge', 'woed']",2
heilsoldaten,"['heil', 'sol', 'da', 'ten']",4
bijeenroeping,"['bij', 'een', 'roe', 'ping']",4
maakbaar,"['maak', 'baar']",2
modeltrein,"['mo', 'del', 'trein']",3
trekschuit,"['trek', 'schuit']",2
elliptischere,"['el', 'lip', 'ti', 'sche', 're']",5
baanbrekenders,"['baan', 'bre', 'ken', 'ders']",4
geelkopertje,"['geel', 'ko', 'per', 'tje']",4
baba ganoush,"['ba', 'ba', 'ga', 'noush']",4
aanaarden,"['aan', 'aar', 'den']",3
speelman,"['speel', 'man']",2
geslachtsproduct,"['ge', 'slachts', 'pro', 'duct']",4
opslaan,"['op', 'slaan']",2
verduldiger,"['ver', 'dul', 'di', 'ger']",4
Moederdag,"['Moe', 'der', 'dag']",3
verleiden,"['ver', 'lei', 'den']",3
op hol geslagen,"['op', 'hol', 'ge', 'sla', 'gen']",5
abolitionistje,"['abo', 'li', 'ti', 'o', 'nist', 'je']",6
kansberekening,"['kans', 'be', 're', 'ke', 'ning']",5
jagerij,"['ja', 'ge', 'rij']",3
zomerbedje,"['zo', 'mer', 'bed', 'je']",4
vergramder,"['ver', 'gram', 'der']",3
be-,['be-'],1
tastorgaantje,"['tast', 'or', 'gaan', 'tje']",4
gerst,['gerst'],1
uitvouwen,"['uit', 'vou', 'wen']",3
n,['n'],1
belleketrek,"['bel', 'le', 'ke', 'trek']",4
poepspetters,"['poep', 'spet', 'ters']",3
mailing,"['mai', 'ling']",2
loonbakkers,"['loon', 'bak', 'kers']",3
meegaven,"['mee', 'ga', 'ven']",3
klunen,"['klu', 'nen']",2
sufficiënter,"['suf', 'fi', 'ci', 'ën', 'ter']",5
hematoompjes,"['he', 'ma', 'toom', 'pjes']",4
vaardigst,"['vaar', 'digst']",2
zie door,"['zie', 'door']",2
aftrekbaarst,"['af', 'trek', 'baarst']",3
onherroepelijke,"['on', 'her', 'roe', 'pe', 'lij', 'ke']",6
cyclocrosses,"['cy', 'clo', 'cros', 'ses']",4
folkloristische,"['fol', 'klo', 'ris', 'ti', 'sche']",5
sujet,"['su', 'jet']",2
enig,['enig'],1
hoekhuis,"['hoek', 'huis']",2
gordingblok,"['gor', 'ding', 'blok']",3
Marjolijns,"['Mar', 'jo', 'lijns']",3
echoloodje,"['echo', 'lood', 'je']",3
opdondertjes,"['op', 'don', 'der', 'tjes']",4
grondexploitatie,"['grond', 'ex', 'ploi', 'ta', 'tie']",5
defensiewapentje,"['de', 'fen', 'sie', 'wa', 'pen', 'tje']",6
zeeverkenner,"['zee', 'ver', 'ken', 'ner']",4
vertegenwoordig,"['ver', 'te', 'gen', 'woor', 'dig']",5
vrij leren,"['vrij', 'leren']",2
afgeschilderd,"['af', 'ge', 'schil', 'derd']",4
gevangen,"['ge', 'van', 'gen']",3
chemi-,"['che', 'mi-']",2
kernfusie,"['kern', 'fu', 'sie']",3
grijpen,"['grij', 'pen']",2
colères,"['co', 'lè', 'res']",3
bisbille,"['bis', 'bil', 'le']",3
componist,"['com', 'po', 'nist']",3
puntdiagrammen,"['punt', 'dia', 'gram', 'men']",4
animato,"['ani', 'ma', 'to']",3
advieskollege,"['ad', 'vies', 'kol', 'le', 'ge']",5
poederbrief,"['poe', 'der', 'brief']",3
almee,"['al', 'mee']",2
list,['list'],1
vriendelijkheid,"['vrien', 'de', 'lijk', 'heid']",4
hervormers,"['her', 'vor', 'mers']",3
hoornlaag,"['hoorn', 'laag']",2
samengevat,"['sa', 'men', 'ge', 'vat']",4
plichtsgetrouwers,"['plichts', 'ge', 'trou', 'wers']",4
swegel,"['swe', 'gel']",2
lycopeen,"['ly', 'co', 'peen']",3
ejaculaat,"['eja', 'cu', 'laat']",3
beroerd,"['be', 'roerd']",2
uitoefenen,"['uit', 'oe', 'fe', 'nen']",4
stremsel,"['strem', 'sel']",2
onsportiefst,"['on', 'spor', 'tiefst']",3
trosgamanders,"['tros', 'ga', 'man', 'ders']",4
theateruitvoering,"['the', 'a', 'ter', 'uit', 'voe', 'ring']",6
verfoeid,"['ver', 'foeid']",2
bordelaises,"['bor', 'de', 'lai', 'ses']",4
maggikruid,"['mag', 'gi', 'kruid']",3
geowetenschappen,"['geo', 'we', 'ten', 'schap', 'pen']",5
genomineerden,"['ge', 'no', 'mi', 'neer', 'den']",5
bestuurscollege,"['be', 'stuurs', 'col', 'le', 'ge']",5
naslagwerk,"['na', 'slag', 'werk']",3
tips,['tips'],1
fijnbesnaardste,"['fijn', 'be', 'snaard', 'ste']",4
aanwijzertje,"['aan', 'wij', 'zer', 'tje']",4
bakte,"['bak', 'te']",2
suffragette,"['suf', 'fra', 'get', 'te']",4
UWV,['UWV'],1
kwast,['kwast'],1
pompshop,"['pomp', 'shop']",2
gênant,"['gê', 'nant']",2
geeuwen,"['geeu', 'wen']",2
afsleurde,"['af', 'sleur', 'de']",3
knuffelaar,"['knuf', 'fe', 'laar']",3
gisten,"['gis', 'ten']",2
satellietnavigatiesysteem,"['sa', 'tel', 'liet', 'na', 'vi', 'ga', 'tie', 'sys', 'teem']",9
peroratie,"['per', 'ora', 'tie']",3
saaist,['saaist'],1
